track_id,type,year,month,day,hour,lon180,lat,area,timestamp
22,peak,1990,8,4,23,-23.739988999999923,54.886695,8382217000000.0,1990-08-04 23:00:00
22,decay,1990,8,8,2,-51.06394599999999,54.032908,4923359000000.0,1990-08-08 02:00:00
23,onset,1990,8,10,8,-127.98376400000001,56.817375,1015707000000.0,1990-08-10 08:00:00
23,peak,1990,8,12,4,-138.34515699999997,63.246328,4677869000000.0,1990-08-12 04:00:00
23,decay,1990,8,16,9,-83.30024600000002,87.885338,2540366000000.0,1990-08-16 09:00:00
24,onset,1990,8,31,8,17.843525,73.769783,1040045000000.0,1990-08-31 08:00:00
24,peak,1990,9,6,14,47.46725599999999,79.291848,2362601000000.0,1990-09-06 14:00:00
24,decay,1990,9,7,15,67.024045,79.929431,1905533000000.0,1990-09-07 15:00:00
25,onset,1990,9,3,20,-147.28173800000002,50.75382,1045284000000.0,1990-09-03 20:00:00
25,peak,1990,9,5,8,-157.17435899999998,49.74549,4016134000000.0,1990-09-05 08:00:00
25,decay,1990,9,9,12,-145.34135300000003,54.280264,1045293000000.0,1990-09-09 12:00:00
27,onset,1990,9,15,23,-37.147311,49.379416,1063563000000.0,1990-09-15 23:00:00
27,peak,1990,9,17,23,-30.96561600000001,48.140984,3925299000000.0,1990-09-17 23:00:00
27,decay,1990,9,21,3,-25.986468999999943,47.763737,1115075000000.0,1990-09-21 03:00:00
28,onset,1990,9,17,8,123.49743699999999,71.984717,1121835000000.0,1990-09-17 08:00:00
28,peak,1990,9,20,15,121.532489,78.778051,6550851000000.0,1990-09-20 15:00:00
28,decay,1990,9,22,19,75.175277,86.313071,4986693000000.0,1990-09-22 19:00:00
29,onset,1990,10,20,2,120.21306500000003,52.738487,1032700000000.0,1990-10-20 02:00:00
29,peak,1990,10,26,9,168.55479200000002,57.033785,4548775000000.0,1990-10-26 09:00:00
29,decay,1990,10,27,16,168.13753099999997,60.063224,1165895000000.0,1990-10-27 16:00:00
30,onset,1990,10,28,8,135.12532799999997,53.643794,1077782000000.0,1990-10-28 08:00:00
30,peak,1990,11,3,21,-171.39255000000003,56.998098,3929185000000.0,1990-11-03 21:00:00
30,decay,1990,11,3,22,-171.03608399999996,57.00133,3873843000000.0,1990-11-03 22:00:00
31,onset,1990,11,1,19,-33.41752300000002,62.70314,1049650000000.0,1990-11-01 19:00:00
31,peak,1990,11,7,14,-11.029672000000005,64.220221,3173455000000.0,1990-11-07 14:00:00
31,decay,1990,11,8,22,0.03763900000001286,62.375364,1025364000000.0,1990-11-08 22:00:00
32,onset,1990,11,11,18,-7.719366000000036,41.093794,1058637000000.0,1990-11-11 18:00:00
32,peak,1990,11,14,22,-17.421288000000004,39.500139,6455163000000.0,1990-11-14 22:00:00
32,decay,1990,11,19,12,-9.032546000000025,36.143279,1087075000000.0,1990-11-19 12:00:00
33,onset,1990,11,14,7,157.508606,45.186866,1055311000000.0,1990-11-14 07:00:00
33,peak,1990,11,18,21,-160.42485799999997,46.309844,6988890000000.0,1990-11-18 21:00:00
33,decay,1990,11,21,5,-153.91108299999996,39.375684,1076021000000.0,1990-11-21 05:00:00
34,onset,1990,11,14,22,114.22126200000002,39.329133,1125225000000.0,1990-11-14 22:00:00
34,peak,1990,11,21,21,168.174735,50.345729,6694889000000.0,1990-11-21 21:00:00
34,decay,1990,11,21,21,168.174735,50.345729,6694889000000.0,1990-11-21 21:00:00
35,onset,1990,11,28,10,-16.12686400000007,61.004128,1021594000000.0,1990-11-28 10:00:00
35,peak,1990,12,8,0,-36.065111,60.585289,5239436000000.0,1990-12-08 00:00:00
35,decay,1990,12,18,21,33.410127999999986,60.415552,1117180000000.0,1990-12-18 21:00:00
36,onset,1990,11,30,17,149.89043000000004,46.18217,4804947000000.0,1990-11-30 17:00:00
36,peak,1990,12,2,0,158.12938199999996,43.969321,5822636000000.0,1990-12-02 00:00:00
36,decay,1990,12,7,9,135.902667,39.267287,2867793000000.0,1990-12-07 09:00:00
37,onset,1990,12,11,5,-174.86535700000002,43.3833,1118303000000.0,1990-12-11 05:00:00
37,peak,1990,12,19,10,-161.674941,57.461312,7125467000000.0,1990-12-19 10:00:00
37,decay,1990,12,19,21,-163.736083,55.935728,7111329000000.0,1990-12-19 21:00:00
38,onset,1990,12,20,18,-75.26760300000001,41.755985,1120594000000.0,1990-12-20 18:00:00
38,peak,1990,12,27,0,-38.96319699999998,36.750678,7926995000000.0,1990-12-27 00:00:00
38,decay,1990,12,27,22,-43.981052999999974,36.140044,5175300000000.0,1990-12-27 22:00:00
39,onset,1990,12,22,11,-153.112279,55.161497,4332949000000.0,1990-12-22 11:00:00
39,peak,1991,1,3,10,174.90945799999997,65.595832,15250040000000.0,1991-01-03 10:00:00
39,decay,1991,1,9,22,153.09428300000002,62.280342,4501088000000.0,1991-01-09 22:00:00
40,onset,1991,1,13,21,-0.9115340000000742,63.903081,1007016000000.0,1991-01-13 21:00:00
40,peak,1991,1,20,17,4.702744999999993,54.261482,4076654000000.0,1991-01-20 17:00:00
40,decay,1991,1,20,17,4.702744999999993,54.261482,4076654000000.0,1991-01-20 17:00:00
41,onset,1991,1,19,19,-134.96970999999996,53.413106,1131645000000.0,1991-01-19 19:00:00
41,peak,1991,1,27,8,171.28466600000002,58.436155,13766060000000.0,1991-01-27 08:00:00
41,decay,1991,1,27,8,171.28466600000002,58.436155,13766060000000.0,1991-01-27 08:00:00
42,onset,1991,1,20,18,-12.295996999999943,51.923825,2559806000000.0,1991-01-20 18:00:00
42,peak,1991,1,22,21,-9.01857700000005,58.105533,7314298000000.0,1991-01-22 21:00:00
42,decay,1991,1,26,0,11.260654999999986,56.339227,2119047000000.0,1991-01-26 00:00:00
44,onset,1991,1,31,22,10.909746000000013,71.450734,1047087000000.0,1991-01-31 22:00:00
44,peak,1991,2,5,20,22.20483999999999,67.542499,5760856000000.0,1991-02-05 20:00:00
44,decay,1991,2,10,19,-26.20995199999993,75.65572,1107417000000.0,1991-02-10 19:00:00
45,onset,1991,2,2,5,-96.84772500000003,41.15959,1301900000000.0,1991-02-02 05:00:00
45,peak,1991,2,6,0,-79.96035899999998,50.1638,5629319000000.0,1991-02-06 00:00:00
45,decay,1991,2,7,9,-86.58878600000003,50.927063,4611409000000.0,1991-02-07 09:00:00
47,onset,1991,2,21,18,35.39522199999999,43.483619,1029591000000.0,1991-02-21 18:00:00
47,peak,1991,2,24,10,25.214236,49.100202,5706484000000.0,1991-02-24 10:00:00
47,decay,1991,2,26,20,60.216959,45.771689,1012645000000.0,1991-02-26 20:00:00
48,onset,1991,2,23,18,-133.534647,53.490311,1094175000000.0,1991-02-23 18:00:00
48,peak,1991,2,28,14,-168.264009,70.147042,7146133000000.0,1991-02-28 14:00:00
48,decay,1991,3,3,13,-158.302571,61.061589,1015014000000.0,1991-03-03 13:00:00
49,onset,1991,2,26,8,4.0697549999999865,71.589961,1116661000000.0,1991-02-26 08:00:00
49,peak,1991,3,2,14,28.900724999999994,72.942285,5478164000000.0,1991-03-02 14:00:00
49,decay,1991,3,6,8,57.32069799999999,82.162489,2448196000000.0,1991-03-06 08:00:00
50,onset,1991,3,21,22,-171.886104,46.95732,1168276000000.0,1991-03-21 22:00:00
50,peak,1991,3,24,23,-152.519362,53.989453,4477698000000.0,1991-03-24 23:00:00
50,decay,1991,3,26,23,-142.42006600000002,52.700342,1062194000000.0,1991-03-26 23:00:00
51,onset,1991,3,23,11,54.15220500000001,71.464301,1010775000000.0,1991-03-23 11:00:00
51,peak,1991,3,26,13,35.636337,71.728289,6683405000000.0,1991-03-26 13:00:00
51,decay,1991,3,30,23,107.80138299999999,56.783436,1425097000000.0,1991-03-30 23:00:00
52,onset,1991,3,28,0,-18.663054999999986,57.879689,1032369000000.0,1991-03-28 00:00:00
52,peak,1991,3,31,1,-44.063301000000024,42.754631,8389716000000.0,1991-03-31 01:00:00
52,decay,1991,4,6,2,-13.492212999999992,34.234641,1122463000000.0,1991-04-06 02:00:00
53,onset,1991,4,5,4,53.568105,58.599268,1048509000000.0,1991-04-05 04:00:00
53,peak,1991,4,11,12,39.573859,63.231925,5756853000000.0,1991-04-11 12:00:00
53,decay,1991,4,13,19,45.467715999999996,62.013608,1433829000000.0,1991-04-13 19:00:00
54,onset,1991,4,13,7,-19.58403700000008,52.441132,1136456000000.0,1991-04-13 07:00:00
54,peak,1991,4,15,23,-20.758405999999923,60.040378,5248109000000.0,1991-04-15 23:00:00
54,decay,1991,4,21,2,-43.614776000000006,53.662371,1037789000000.0,1991-04-21 02:00:00
55,onset,1991,4,24,2,-85.44419399999998,75.066919,1022898000000.0,1991-04-24 02:00:00
55,peak,1991,4,27,21,-88.53167400000001,66.260106,3019085000000.0,1991-04-27 21:00:00
55,decay,1991,4,29,8,-80.14264100000003,59.81889,1010631000000.0,1991-04-29 08:00:00
56,onset,1991,4,24,5,73.58221,63.385597,2128501000000.0,1991-04-24 05:00:00
56,peak,1991,4,26,12,70.07699100000002,61.436804,5756364000000.0,1991-04-26 12:00:00
56,decay,1991,4,29,10,59.471738000000016,52.402788,3640502000000.0,1991-04-29 10:00:00
